0.046997369852053966,0.0,0.04290355425901399,0.14553614691762345
0.04840886347330284,1.0,0.04795187699849407,0.14227490008350716
0.0522719344083101,2.0,0.04921044162175936,0.10897512998594468
0.0534094923278681,3.0,0.051189506463198815,0.10753179629750544
0.0587072434632567,4.0,0.05480612885625485,0.1640554927438117
0.060680565732713215,5.0,0.058212215471273025,0.13527816820335886
0.06244492568156404,6.0,0.061838195010019636,0.14138140780018765
0.06118665033414225,7.0,0.061407766308253287,0.11162467825686527
0.06313675771362495,8.0,0.06128144484143056,0.09655215073902122
0.06510079402709193,9.0,0.06395296699185554,0.13310973116191802
0.06566259436445808,10.0,0.06389214554486683,0.1137106390875382
0.06527258421289807,11.0,0.06472496003921102,0.08850728368036345
0.0635731976451325,12.0,0.06337750253188529,0.13096534968195112
0.06216634700187833,13.0,0.06137969487118156,0.11985511678975096
0.06791913829159499,14.0,0.06465010287368644,0.1570243957758434
0.06826271866320735,15.0,0.06747133935516059,0.09232180842838143
0.06949316445350204,16.0,0.06929136124774342,0.08243497266257263
0.06671657868011037,17.0,0.0625493666103864,0.07717711422611541
0.06822093186125452,18.0,0.06658706055951824,0.1005556834700491
0.07141074267617993,19.0,0.07009607577713273,0.1414226459055716
0.07031497155857477,20.0,0.07143888323949632,0.09630472210671737
0.06949316445350204,21.0,0.07052185443393699,0.08020467846305583
0.06915419874904298,22.0,0.07238395495424421,0.15469444282164865
0.06972995633123483,23.0,0.06826204669389717,0.09445244387322033
0.0701013945708158,24.0,0.06792986802188189,0.08674779118398038
0.07101608954662522,25.0,0.06980132568787968,0.10439426377954107
0.0721675764001675,26.0,0.07117685463227708,0.09665524600248117
0.07170789326784469,27.0,0.07316062657444494,0.10020515957428527
0.07413161271363447,28.0,0.07347409095507917,0.11348382950792632
0.07292902479130839,29.0,0.07251498352179543,0.13868374840631906
0.07507413724657105,30.0,0.07499468418556365,0.17500420972325795
0.07330049134173075,31.0,0.07398408392309858,0.1632925877942081
0.07445197819527302,32.0,0.07379226243644182,0.22458615842992788
0.07550131953293057,33.0,0.0745314769459971,0.15864986442972856
0.07663423447449377,34.0,0.07627664167305538,0.11124666229084547
0.08153733248032766,35.0,0.07728724193552045,0.12442223696102656
0.08469464244928979,36.0,0.08169922171227523,0.0410662799448784
0.08673293809983154,37.0,0.08578372991774312,0.0986896592014241
